shortsymbols,vmsize,filesize
_$LT$bd_logger..async_log_buffer..AsyncLogBufferMessage$u20$as$u20$bd_bounded_buffer..size..MemorySized$GT$::size::hb42219a8f6705817,520,710
_$LT$i32$u20$as$u20$bd_log_matcher..matcher..MakeValueOrRef$LT$i32$GT$$GT$::make_value_or_ref::hc1f66e22f6de0f0f,540,710
jni::wrapper::jnienv::JNIEnv::get_java_vm::hafb82dc28dc2b72e,596,710
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tokio..runtime..blocking..task..BlockingTask$LT$tokio..fs..create_dir..create_dir$LT$std..path..PathBuf$GT$..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$tokio..runtime..blocking..schedule..BlockingSchedule$GT$$GT$$GT$::he3c5b62cc8f216e8,312,709
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tokio..runtime..blocking..task..BlockingTask$LT$tokio..fs..read_dir..read_dir$LT$$RF$std..path..PathBuf$GT$..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$tokio..runtime..blocking..schedule..BlockingSchedule$GT$$GT$$GT$::he33a92f93280b9e8,312,709
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tokio..runtime..blocking..task..BlockingTask$LT$tokio..fs..try_exists..try_exists$LT$std..path..PathBuf$GT$..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$tokio..runtime..blocking..schedule..BlockingSchedule$GT$$GT$$GT$::h59d89d98d570e6e8,312,709
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tokio..runtime..blocking..task..BlockingTask$LT$tokio..fs..try_exists..try_exists$LT$std..path..PathBuf$GT$..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$tokio..runtime..blocking..schedule..BlockingSchedule$GT$$GT$$GT$::h5f07f49efd4eebc4,312,709
core::slice::sort::stable::tiny::mergesort::h3cefd5ff731fdccc,596,709
protobuf::rt::message::read_singular_message_into_field::h409f5bae5b0383e8,580,709
parking_lot_core::parking_lot::HashTable::new::ha7d939af8a81cc06,588,708
regex_syntax::ast::parse::ParserI$LT$P$GT$::push_class_op::h84f351f0db047ea4,576,708
bincode::varint::encode_unsigned::varint_encode_u32::h6c1ea071cb2e980c,580,706
bincode::varint::encode_unsigned::varint_encode_u32::hd87b9de25f716036,580,706
tokio::runtime::scheduler::multi_thread::queue::Local$LT$T$GT$::push_overflow::h1790d481b500b631,556,706
_$LT$bd_log_primitives..Log$u20$as$u20$bd_bounded_buffer..size..MemorySized$GT$::size::h5b404998489a0c10,544,705
alloc::collections::btree::node::BalancingContext$LT$K$C$V$GT$::do_merge::h04c7f2151fe6cb7b,560,705
alloc::collections::btree::node::BalancingContext$LT$K$C$V$GT$::do_merge::hea8b81db5be6fae8,560,705
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tokio..runtime..blocking..task..BlockingTask$LT$tokio..fs..metadata..metadata$LT$std..path..PathBuf$GT$..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$tokio..runtime..blocking..schedule..BlockingSchedule$GT$$GT$$GT$::hc677363143387550,312,705
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tokio..runtime..blocking..task..BlockingTask$LT$tokio..fs..read_dir..read_dir$LT$std..path..PathBuf$GT$..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$tokio..runtime..blocking..schedule..BlockingSchedule$GT$$GT$$GT$::h73bec18c9b5c7baa,312,705
regex_automata::dfa::onepass::InternalBuilder::compile_transition::h10f6e454e71d3e49,564,704
thread_local::thread_id::get_slow::h0a94bbb8dde3024f,596,704
_$LT$bd_proto..protos..workflow..workflow..workflow..Transition$u20$as$u20$protobuf..message..Message$GT$::write_to_with_cached_sizes::hde43f31df4be1558,492,703
_$LT$tokio..sync..oneshot..Receiver$LT$T$GT$$u20$as$u20$core..future..future..Future$GT$::poll::hd9e788a8cb75723b,532,702
core::fmt::write::hb140b3919698802f,612,702
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tokio..runtime..blocking..task..BlockingTask$LT$tokio..fs..read..read$LT$$RF$std..path..PathBuf$GT$..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$tokio..runtime..blocking..schedule..BlockingSchedule$GT$$GT$$GT$::he083b2fc46020adc,312,701
core::slice::sort::stable::tiny::mergesort::h01c780ea3b6ff9d1,588,701
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::h67b1e007a3baf5c9,588,701
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::h8bf962c5b9429b3b,588,701
regex_syntax::hir::ClassBytes::negate::h903d3076e2f0e9e8,588,700
_$LT$bd_api..upload..IntentDecision$u20$as$u20$core..convert..From$LT$bd_proto..protos..client..api..upload_artifact_intent_response..Decision$GT$$GT$::from::hdad51c29abcfca82,68,699
core::str::iter::SplitInternal$LT$P$GT$::next::h1f3a076774f01ce0,580,698
_$LT$bd_proto..protos..workflow..workflow..workflow..action..ActionEmitMetric$u20$as$u20$protobuf..message..Message$GT$::write_to_with_cached_sizes::h3e152876c7de2ec1,472,697
_$LT$hashbrown..raw..RawTable$LT$T$C$A$GT$$u20$as$u20$hashbrown..raw..RawTableClone$GT$::clone_from_spec::h3db9d05c8a369ddc,516,697
alloc::collections::btree::node::BalancingContext$LT$K$C$V$GT$::do_merge::h507b256d8da2b090,552,697
alloc::collections::btree::node::BalancingContext$LT$K$C$V$GT$::do_merge::h9b9336975ca6fb01,552,697
alloc::collections::btree::node::BalancingContext$LT$K$C$V$GT$::do_merge::he8fc1672ede090cc,552,697
bd_buffer::buffer::non_volatile_ring_buffer::compute_header_crc_32::h2bb2b72023d38fda,556,697
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tokio..runtime..blocking..task..BlockingTask$LT$tokio..fs..read..read$LT$std..path..PathBuf$GT$..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$tokio..runtime..blocking..schedule..BlockingSchedule$GT$$GT$$GT$::h6a736224673ea373,312,697
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tokio..runtime..blocking..task..BlockingTask$LT$tokio..fs..read..read$LT$std..path..PathBuf$GT$..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$tokio..runtime..blocking..schedule..BlockingSchedule$GT$$GT$$GT$::hb85b83bdae5c9f27,312,697
core::ptr::drop_in_place$LT$bd_client_stats..file_manager..FileManager..get_or_create_pending_upload..$u7b$$u7b$closure$u7d$$u7d$$GT$::h3bfe1a9355cbf011,488,697
[section .got],696,696
core::ptr::drop_in_place$LT$$LT$bd_logger..service..ratelimit..RateLimit$LT$tower..retry..Retry$LT$bd_logger..service..RetryPolicy$C$bd_logger..service..Uploader$GT$$GT$$u20$as$u20$tower_service..Service$LT$bd_logger..service..UploadRequest$GT$$GT$..call..$u7b$$u7b$closure$u7d$$u7d$$GT$::hff4e396524dffe9d,332,695
std::env::_var_os::h89f1c676466436ef,604,695
_$LT$bd_proto..protos..client..metric..Metric$u20$as$u20$protobuf..message..Message$GT$::compute_size::hf28c7f9169bb8d05,516,694
core::slice::sort::stable::tiny::mergesort::he1436e2643155c67,580,693
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::h0731011b949a6ba2,580,693
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::hcdc034d655479c17,580,693
_$LT$bd_proto..protos..log_matcher..log_matcher..log_matcher..base_log_matcher..StringValueMatch$u20$as$u20$protobuf..message..Message$GT$::merge_from::h2ccd0c1c94e040e6,464,692
_$LT$u64$u20$as$u20$protobuf..varint..generic..ProtobufVarint$GT$::len_varint::h52b4f716fe1287c6,64,692
libunwind::CFI_Parser<>::findFDE(),540,692
bd_logger::client_config::Config$LT$A$GT$::process_configuration_update_inner::_$u7b$$u7b$closure$u7d$$u7d$::hf0eb6bcadb81fb35,508,691
regex_automata::hybrid::regex::Regex::try_search::h946d8f0d9ac8ff47,568,690
_$LT$tinyjson..json_value..JsonValue$u20$as$u20$core..clone..Clone$GT$::clone::h6d1744012ee1bd85,536,689
core::ptr::drop_in_place$LT$$LP$bd_logger..consumer..ContinuousBufferUploader..flush_current_batch..$u7b$$u7b$closure$u7d$$u7d$..$u7b$$u7b$closure$u7d$$u7d$$C$bd_shutdown..ComponentShutdown..cancelled..$u7b$$u7b$closure$u7d$$u7d$$RP$$GT$::h841964eaa7ca918b,376,689
core::ptr::drop_in_place$LT$$LP$tokio..time..interval..Interval..tick..$u7b$$u7b$closure$u7d$$u7d$$C$tokio..sync..watch..Receiver$LT$time..duration..Duration$GT$..changed..$u7b$$u7b$closure$u7d$$u7d$$C$tokio..sync..watch..Receiver$LT$time..duration..Duration$GT$..changed..$u7b$$u7b$closure$u7d$$u7d$$C$tokio..sync..watch..Receiver$LT$bool$GT$..changed..$u7b$$u7b$closure$u7d$$u7d$$RP$$GT$::h0b8c062954600f2c,224,689
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::h6758367d14009f19,576,689
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::hedb3eb680d552a74,576,689
_$LT$time..date..Date$u20$as$u20$core..fmt..Display$GT$::fmt::h581b8910d757e7b9,552,688
core::ptr::drop_in_place$LT$bd_crash_handler..Monitor$GT$::hdfc36fb9d0e5aaa5,556,688
_$LT$bd_proto..protos..workflow..workflow..workflow..Action$u20$as$u20$protobuf..message..Message$GT$::write_to_with_cached_sizes::h85375a1c6d2d81d5,480,687
core::ptr::drop_in_place$LT$protobuf..error..ProtobufError$GT$::h2272f123c96dc902,548,685
core::ptr::drop_in_place$LT$regex_syntax..hir..HirKind$GT$::h500daa5641f6be9f,552,685
core::ptr::drop_in_place$LT$regex_syntax..hir..HirKind$GT$::hee439cf91e996af3,552,685
core::slice::sort::stable::tiny::mergesort::h156f51e0ac2e22a2,572,685
regex_automata::dfa::onepass::InternalBuilder::add_dfa_state_for_nfa_state::hed24358064b811ae,536,685
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::hd4ef39aceea6bb26,572,685
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::heef8fea56fadd8bb,572,685
tokio::sync::mpsc::list::Tx$LT$T$GT$::find_block::h008b49cedb712133,564,685
tokio::sync::mpsc::list::Tx$LT$T$GT$::find_block::h63aff862fb7234b1,564,685
tokio::sync::mpsc::list::Tx$LT$T$GT$::find_block::h83d8c3f02808b747,564,685
tokio::sync::mpsc::list::Tx$LT$T$GT$::find_block::hbf1d62c7f5790ed9,564,685
tokio::sync::mpsc::list::Tx$LT$T$GT$::find_block::he0a6b1a46edf19f5,564,685
capture::jni::check_exception::h9913910dccb9d980,580,684
jni::wrapper::java_vm::vm::JavaVM::attach_current_thread::hd8ca470d6a0ab246,556,684
std::sys::pal::common::small_c_string::run_with_cstr_allocating::hdf6bfac2974f6243,548,684
_$LT$protobuf..well_known_types..timestamp..Timestamp$u20$as$u20$protobuf..message..Message$GT$::write_to_with_cached_sizes::h5d39dff82dfef2d6,312,683
_$LT$regex_automata..meta..strategy..ReverseAnchored$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::reset_cache::hf13c6c2202e49b07,484,683
hashbrown::rustc_entry::_$LT$impl$u20$hashbrown..map..HashMap$LT$K$C$V$C$S$C$A$GT$$GT$::rustc_entry::h86194a2749b2619f,508,683
tokio::runtime::task::raw::poll::h14ab876bfec2a0e7,580,683
tokio::runtime::task::raw::poll::h5a798e22f99b9084,580,683
tokio::runtime::task::raw::poll::hadba4b8d69a40fac,580,683
tokio::runtime::task::raw::poll::hec7e282f8b45f5dc,580,683
bd_api::api::Api::do_reconnect_backoff::_$u7b$$u7b$closure$u7d$$u7d$::had2e6e0167ee478e,540,682
_$LT$regex_automata..meta..strategy..ReverseSuffix$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::reset_cache::h566448758ee782d9,484,681
rustc_demangle::v0::Printer::print_backref::hd505ae49479d8f56,564,681
rustc_demangle::v0::Printer::print_backref::hf902809821592956,564,681
tinyjson::parser::JsonParser$LT$I$GT$::next::h6c3f8144bea43713,564,681
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::h81ae9e78eae1ef94,568,681
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::hdecb19a4390ccc30,568,681
_$LT$bd_proto..protos..workflow..workflow..Workflow$u20$as$u20$protobuf..message..Message$GT$::compute_size::h5ed9eb8c1813fef7,496,680
core::ptr::drop_in_place$LT$std..collections..hash..map..HashMap$LT$alloc..string..String$C$bd_proto..protos..logging..payload..Data$GT$$GT$::h62258f6d37f2e3c5,464,680
core::ptr::drop_in_place$LT$std..collections..hash..map..HashMap$LT$alloc..string..String$C$bd_proto..protos..logging..payload..Data$GT$$GT$::h8102f57284fe2137,464,680
regex_syntax::hir::translate::TranslatorI::class_literal_byte::hd6042499f0942fdf,544,680
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..scheduler..current_thread..Core$GT$$GT$::h83ef1716f0a03daa,500,679
core::ptr::drop_in_place$LT$bd_client_stats..stats..SleepModeAwareRuntimeWatchTicker$LT$bd_client_stats..stats..JitteredIntervalCreator$GT$$GT$::h667acbb2fdda9485,460,679
tokio::runtime::task::harness::can_read_output::h1db1d353db6c27f4,560,679
_$LT$hashbrown..map..HashMap$LT$K$C$V$C$S$C$A$GT$$u20$as$u20$core..clone..Clone$GT$::clone::hcc720b4a15284b7d,512,678
core::ptr::drop_in_place$LT$ahash..hash_map..AHashMap$LT$alloc..borrow..Cow$LT$str$GT$$C$bd_log_primitives..StringOrBytes$LT$alloc..string..String$C$alloc..vec..Vec$LT$u8$GT$$GT$$GT$$GT$::hc81261e7e489e3bf,416,678
protobuf::coded_input_stream::CodedInputStream::skip_raw_bytes::h5951b8a4aee142c1,540,678
_$LT$T$u20$as$u20$alloc..vec..spec_from_elem..SpecFromElem$GT$::from_elem::h33c4a7d0814f6aef,528,677
core::ptr::drop_in_place$LT$alloc..collections..btree..set..BTreeSet$LT$$RF$alloc..borrow..Cow$LT$str$GT$$GT$$GT$::h3dc1e8f768fb44ee,488,677
regex_syntax::error::Spans::add::haf7d38166f603dcc,572,677
rustc_demangle::v0::Printer::print_backref::h9edf61263a4d4ae9,560,677
_$LT$bd_proto..protos..filter..filter..filter..Transform$u20$as$u20$protobuf..message..Message$GT$::write_to_with_cached_sizes::h64cc0c2449de3ea7,472,675
_$LT$time..error..format..Format$u20$as$u20$core..fmt..Display$GT$::fmt::h37120caa2dc5f732,528,675
core::fmt::num::_$LT$impl$u20$core..fmt..LowerHex$u20$for$u20$usize$GT$::fmt::ha646a8c6f04ed2b0,164,675
core::fmt::num::_$LT$impl$u20$core..fmt..UpperHex$u20$for$u20$usize$GT$::fmt::h58b8ad65f654ecba,164,675
tokio::runtime::task::raw::poll::h06d776dd317b44e6,572,675
tokio::runtime::task::raw::poll::h4acbd43cc1c69791,572,675
regex_syntax::hir::literal::Seq::cross_preamble::hd1acc1e8f4df33e9,552,673
sketches_rust::sketch::DDSketch::accept_with_count::hb5576c9c834f01e0,548,673
tokio::sync::mpsc::list::Tx$LT$T$GT$::find_block::h8b0b43c84ce67cfb,552,673
bd_client_stats::Stats::handle_overflow::h23c4dd3da64519b5,556,671
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tracing..instrument..Instrumented$LT$bd_logger..consumer..ContinuousBufferUploader..consume_continuous_logs..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$alloc..sync..Arc$LT$tokio..runtime..scheduler..multi_thread..handle..Handle$GT$$GT$$GT$$GT$::h36e55dc2e1e6bbc3,276,671
core::ptr::drop_in_place$LT$std..thread..Builder..spawn_unchecked_$LT$bd_buffer..buffer..aggregate_ring_buffer..RingBufferImpl..new$LT$$RF$str$GT$..$u7b$$u7b$closure$u7d$$u7d$$C$$LP$$RP$$GT$..$u7b$$u7b$closure$u7d$$u7d$$GT$::h7732bec6008f0439,372,671
_$LT$$u5b$core..mem..maybe_uninit..MaybeUninit$LT$T$GT$$u5d$$u20$as$u20$core..array..iter..iter_inner..PartialDrop$GT$::partial_drop::h5e7297646dc4060d,460,670
_$LT$bd_proto..protos..client..api..LogUploadIntentRequest$u20$as$u20$protobuf..message..Message$GT$::write_to_with_cached_sizes::hc2ce9988e64e910b,464,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h08e495ff210f2ea4,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h0af305cf7a8a43ac,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h258774f4d9d7288f,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h25aec6ddc5a45b85,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h2710e35b80bbeb7e,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h3fd3a9878019c1bd,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h4880a0ba53dcc651,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h67b72d5190218b68,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h6a005340ec0d4be1,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h8353c34d80d4217e,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::h95dff1e713d7021b,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::ha56ba1970cd0bb92,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::hbc7ec2dfdcf45611,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::hc5ea90b37fe5a0cc,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::hca9275e0e32ff31a,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::hee47a8b209438e00,516,670
_$LT$core..hash..sip..Hasher$LT$S$GT$$u20$as$u20$core..hash..Hasher$GT$::write::hfc4ec6412101f063,516,670
memchr::memmem::searcher::searcher_kind_one_byte::h8083ccc0344ec96a,548,670
regex_syntax::hir::literal::PreferenceTrie::minimize::hc1f024914aad2a1f,544,670
_$LT$bd_proto..protos..log_matcher..log_matcher..log_matcher..base_log_matcher..IntValueMatch$u20$as$u20$protobuf..message..Message$GT$::merge_from::h3f3b1230036f7b48,444,669
protobuf::coded_output_stream::CodedOutputStream::write_raw_bytes::hdf15293681f7ebea,528,669
tokio::fs::read_dir::ReadDir::next_chunk::hbd681f3280e8b416,556,669
serde::de::SeqAccess::next_element::hd7997412ff2a9d3a,560,668
_$LT$bd_proto..protos..client..api..UploadArtifactRequest$u20$as$u20$protobuf..message..Message$GT$::compute_size::ha856070f717e264c,476,666
_$LT$bd_proto..protos..client..matcher..Matcher$u20$as$u20$protobuf..message..Message$GT$::write_to_with_cached_sizes::h6e74aae8d7df5453,472,666
bd_api::backoff_policy::h700f34154edb7b2e,568,666
capture::executor::ObjectHandle::new::h31f6597fe34246d6,556,666
smallvec::SmallVec$LT$A$GT$::reserve_one_unchecked::h6ecca9ec3c201f07,540,666
core::fmt::Formatter::write_formatted_parts::hddf2615fc49c51da,548,665
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tracing..instrument..Instrumented$LT$bd_logger..consumer..BufferUploadManager..handle_trigger_uploads..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$alloc..sync..Arc$LT$tokio..runtime..scheduler..multi_thread..handle..Handle$GT$$GT$$GT$$GT$::hf02c1f111d8e3fd2,276,665
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tracing..instrument..Instrumented$LT$bd_logger..consumer..ContinuousBufferUploader..consume_continuous_logs..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$alloc..sync..Arc$LT$tokio..runtime..scheduler..current_thread..Handle$GT$$GT$$GT$$GT$::ha706fc12c5d41fab,276,665
regex_syntax::hir::ClassUnicode::symmetric_difference::h28b42178d52ff2df,536,665
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::hab38d247f15204e4,552,665
tokio::sync::mpsc::list::Rx$LT$T$GT$::pop::hb3abe205e8d428f5,552,665
_$LT$bd_proto..protos..config..v1..config..BufferConfig$u20$as$u20$protobuf..message..Message$GT$::compute_size::h9766793c584357ad,476,664
_$LT$flate2..ffi..c..Inflate$u20$as$u20$flate2..ffi..InflateBackend$GT$::decompress::h8bf83752fb25fa2f,504,664
_$LT$flate2..zlib..read..ZlibDecoder$LT$R$GT$$u20$as$u20$std..io..Read$GT$::read::h63df6cbb46d3c0ad,508,664
tokio::runtime::task::raw::poll::h0104fe7d7c348349,560,663
tokio::runtime::task::raw::poll::h7230097e251237ba,560,663
_$LT$bd_logger..service..RetryPolicy$u20$as$u20$tower..retry..policy..Policy$LT$bd_logger..service..UploadRequest$C$bd_logger..service..UploadResult$C$core..convert..Infallible$GT$$GT$::retry::_$u7b$$u7b$closure$u7d$$u7d$::hef14010ad2e8ece8,364,662
protobuf::coded_output_stream::CodedOutputStream::write_unknown_fields::h1a230ddb159e24f1,516,662
regex_syntax::hir::translate::TranslatorI::push_char::h00552f12dd866fbb,536,662
tokio::time::instant::Instant::now::he159f0f1eab6147b,556,662
bd_log_matcher::matcher::IntMatch::evaluate::h004956742811b67b,544,661
core::ptr::drop_in_place$LT$bd_runtime..runtime..InternalWatchKind$GT$::hbe18ccb63fc4e922,516,661
core::slice::sort::stable::tiny::mergesort::h7aa577987084110d,548,661
core::slice::sort::stable::tiny::mergesort::h8527c2942e49c0aa,548,661
regex_automata::nfa::thompson::compiler::Utf8Compiler::compile_from::hbb15f6225afe7d3e,520,661
_$LT$flate2..zlib..read..ZlibEncoder$LT$R$GT$$u20$as$u20$std..io..Read$GT$::read::h4590cfaf1d102719,504,660
bd_logger::metadata::verify_custom_field_name::h7338a6a5a86cd5d5,540,660
_$LT$bd_proto..protos..workflow..workflow..workflow..action..ActionEmitMetric$u20$as$u20$protobuf..message..Message$GT$::compute_size::h2ef0039d7e977959,448,659
core::ptr::drop_in_place$LT$alloc..boxed..Box$LT$tokio..runtime..task..core..Cell$LT$tracing..instrument..Instrumented$LT$bd_logger..consumer..BufferUploadManager..handle_trigger_uploads..$u7b$$u7b$closure$u7d$$u7d$$GT$$C$alloc..sync..Arc$LT$tokio..runtime..scheduler..current_thread..Handle$GT$$GT$$GT$$GT$::hb7d0027d836dca15,276,659
_$LT$jni..wrapper..java_vm..vm..InternalAttachGuard$u20$as$u20$core..ops..drop..Drop$GT$::drop::h77831a746fdea63f,488,658
